sample,gene_family,transcript_name,transcript_length,nr_reads,min_read_len,median_read_len,max_read_len
Gorilla,PRY,REPLICATE1_transcript_4_support_7REPLICATE2_transcript_0_support_7,186,138,53,191,2336
Gorilla,PRY,REPLICATE1_transcript_24_support_3REPLICATE2_transcript_22_support_2,101,322,96,240,2762
Gorilla,PRY,REPLICATE1_transcript_7_support_3REPLICATE2_transcript_5_support_7,74,80,52,263.5,1167
Gorilla,PRY,REPLICATE1_transcript_3_support_14REPLICATE2_transcript_4_support_13,286,111,80,288,2615
Gorilla,PRY,REPLICATE1_transcript_43_support_4REPLICATE2_transcript_114_support_7,646,48,101,646,796
Gorilla,PRY,REPLICATE1_transcript_0_support_15REPLICATE2_transcript_1_support_22,241,147,58,241,2615
Gorilla,PRY,REPLICATE1_transcript_47_support_6REPLICATE2_transcript_40_support_7,101,41,100,101,709
Gorilla,PRY,REPLICATE1_transcript_1_support_7REPLICATE2_transcript_0_support_4,93,100,58,207,1243
Gorilla,PRY,REPLICATE1_transcript_4_support_6REPLICATE2_transcript_9_support_4,121,69,62,164,650
Gorilla,RBMY,longer_from_REPLICATE1_transcript_320_support_3,400,38,382,390,397
Gorilla,RBMY,REPLICATE1_transcript_75_support_5REPLICATE2_transcript_61_support_3,759,21,552,749,783
Gorilla,RBMY,longer_from_REPLICATE2_transcript_254_support_7,831,39,713,775,2756
Gorilla,RBMY,REPLICATE1_transcript_246_support_13REPLICATE2_transcript_59_support_2,147,23,120,147,194
Gorilla,RBMY,longer_from_REPLICATE2_transcript_141_support_2,378,27,311,320,333
Gorilla,RBMY,longer_from_REPLICATE2_transcript_6_support_5,403,104,106,351,1198
Gorilla,RBMY,longer_from_REPLICATE2_transcript_6_support_7,497,55,54,330,507
Gorilla,RBMY,REPLICATE1_transcript_19_support_18REPLICATE2_transcript_43_support_10,541,302,53,466,2905
Gorilla,RBMY,REPLICATE1_transcript_3_support_4REPLICATE2_transcript_19_support_6,319,88,55,319,1220
Gorilla,RBMY,longer_from_REPLICATE2_transcript_5_support_6,916,29,502,885,937
Gorilla,RBMY,longer_from_REPLICATE2_transcript_270_support_3,601,79,432,537,4191
Gorilla,RBMY,longer_from_REPLICATE2_transcript_234_support_9,502,16,468,471,526
Gorilla,RBMY,REPLICATE1_transcript_233_support_5REPLICATE2_transcript_56_support_4,582,371,53,349,2642
Gorilla,RBMY,longer_from_REPLICATE2_transcript_16_support_4,531,50,323,347.5,1198
Gorilla,RBMY,longer_from_REPLICATE1_transcript_9_support_5,592,74,50,155,1273
Gorilla,RBMY,longer_from_REPLICATE1_transcript_43_support_4,796,71,101,369,2521
Gorilla,RBMY,longer_from_REPLICATE2_transcript_8_support_4,578,54,88,483,2357
Gorilla,RBMY,longer_from_REPLICATE1_transcript_219_support_5,502,204,191,409.5,2068
Gorilla,RBMY,longer_from_REPLICATE2_transcript_138_support_4,378,3,343,343,343
Gorilla,RBMY,REPLICATE1_transcript_66_support_3REPLICATE2_transcript_239_support_4,720,20,443,720,792
Gorilla,RBMY,longer_from_REPLICATE2_transcript_2_support_3,549,36,376,540,565
Gorilla,RBMY,REPLICATE1_transcript_71_support_12REPLICATE2_transcript_252_support_9,147,30,142,147,155
Gorilla,RBMY,longer_from_REPLICATE2_transcript_44_support_3,618,27,96,920,2826
Gorilla,RBMY,longer_from_REPLICATE1_transcript_96_support_3,450,254,347,378,2233
Gorilla,RBMY,longer_from_REPLICATE1_transcript_24_support_8,418,8,376,389,393
Gorilla,RBMY,longer_from_REPLICATE2_transcript_206_support_2,929,85,593,621,843
Gorilla,RBMY,longer_from_REPLICATE1_transcript_31_support_3,726,6,679,2155,3636
Gorilla,RBMY,longer_from_REPLICATE1_transcript_2_support_3,667,73,100,619,1429
Gorilla,RBMY,longer_from_REPLICATE2_transcript_60_support_4,500,11,437,481,504
Gorilla,RBMY,longer_from_REPLICATE2_transcript_223_support_5,505,5,426,433,434
Gorilla,RBMY,longer_from_REPLICATE1_transcript_3_support_3,563,75,85,386,3181
Gorilla,RBMY,REPLICATE1_transcript_230_support_22REPLICATE2_transcript_242_support_28,582,179,516,582,589
Gorilla,RBMY,REPLICATE1_transcript_386_support_129REPLICATE2_transcript_376_support_130,343,815,126,343,798
Gorilla,RBMY,longer_from_REPLICATE1_transcript_22_support_3,418,110,342,385,411
Gorilla,RBMY,REPLICATE1_transcript_14_support_6REPLICATE2_transcript_17_support_3,318,61,96,318,1015
Gorilla,RBMY,REPLICATE1_transcript_112_support_7REPLICATE2_transcript_340_support_3,537,204,57,403,3205
Gorilla,RBMY,longer_from_REPLICATE1_transcript_116_support_4,591,156,50,499.5,1387
Gorilla,RBMY,longer_from_REPLICATE2_transcript_309_support_2,440,9,333,341,345
Gorilla,RBMY,longer_from_REPLICATE2_transcript_316_support_11,370,195,126,335,798
Gorilla,RBMY,longer_from_REPLICATE1_transcript_114_support_3,722,8,638,669,694
Gorilla,RBMY,longer_from_REPLICATE1_transcript_76_support_5,782,30,96,726,3312
Gorilla,RBMY,longer_from_REPLICATE2_transcript_26_support_3,808,3,790,804,804
Gorilla,RBMY,longer_from_REPLICATE1_transcript_27_support_5,446,39,252,400,1950
Gorilla,TSPY,REPLICATE1_transcript_219_support_7REPLICATE2_transcript_101_support_7,259,24,259,260.5,270
Gorilla,TSPY,longer_from_REPLICATE1_transcript_159_support_6,524,22,404,432,503
Gorilla,TSPY,longer_from_REPLICATE2_transcript_76_support_8,1208,13,1185,1197,1224
Gorilla,TSPY,longer_from_REPLICATE2_transcript_96_support_2,1141,84,340,1073,1126
Gorilla,TSPY,longer_from_REPLICATE2_transcript_68_support_6,307,223,222,261,504
Gorilla,TSPY,longer_from_REPLICATE2_transcript_62_support_2,259,4,238,238.5,245
Gorilla,TSPY,longer_from_REPLICATE1_transcript_31_support_5,1140,39,1089,1109,1139
Gorilla,TSPY,longer_from_REPLICATE2_transcript_67_support_2,855,210,197,599.5,2691
Gorilla,TSPY,REPLICATE1_transcript_68_support_3REPLICATE2_transcript_64_support_6,538,209,239,371,2262
Gorilla,TSPY,longer_from_REPLICATE1_transcript_11_support_3,317,16,256,638.5,1006
Gorilla,TSPY,longer_from_REPLICATE2_transcript_140_support_2,844,226,329,397,2321
Gorilla,TSPY,longer_from_REPLICATE1_transcript_123_support_4,388,3,341,359,369
Gorilla,TSPY,longer_from_REPLICATE2_transcript_165_support_5,888,15,728,870,2309
Gorilla,TSPY,longer_from_REPLICATE2_transcript_164_support_5,788,6,706,712,731
Gorilla,TSPY,longer_from_REPLICATE1_transcript_90_support_5,1007,16,608,971.5,2323
Gorilla,TSPY,longer_from_REPLICATE1_transcript_266_support_4,526,50,325,379,2520
Gorilla,TSPY,REPLICATE1_transcript_123_support_7REPLICATE2_transcript_90_support_8,981,45,953,981,1000
Gorilla,TSPY,longer_from_REPLICATE1_transcript_18_support_2,418,35,155,506,1490
Gorilla,TSPY,REPLICATE1_transcript_204_support_4REPLICATE2_transcript_47_support_2,260,38,260,268,1387
Gorilla,TSPY,longer_from_REPLICATE2_transcript_12_support_3,377,12,343,344,364
Gorilla,TSPY,longer_from_REPLICATE2_transcript_43_support_2,238,2,187,187,187
Gorilla,TSPY,longer_from_REPLICATE2_transcript_113_support_4,752,23,104,116,754
Gorilla,TSPY,longer_from_REPLICATE1_transcript_120_support_3,1798,47,345,380,1722
Gorilla,TSPY,longer_from_REPLICATE1_transcript_108_support_3,676,53,204,567,3992
Gorilla,TSPY,longer_from_REPLICATE2_transcript_40_support_2,1374,13,1000,1004,1335
Gorilla,TSPY,REPLICATE1_transcript_43_support_3REPLICATE2_transcript_75_support_3,1209,41,537,1209,3061
Gorilla,TSPY,longer_from_REPLICATE2_transcript_109_support_3,706,28,312,621,719
Gorilla,TSPY,REPLICATE1_transcript_13_support_194REPLICATE2_transcript_14_support_202,373,934,283,373,388
Gorilla,TSPY,longer_from_REPLICATE1_transcript_51_support_3,506,573,53,259,4440
Gorilla,TSPY,longer_from_REPLICATE2_transcript_27_support_3,592,11,251,477,543
Gorilla,TSPY,longer_from_REPLICATE2_transcript_177_support_5,924,5,879,910,915
Gorilla,TSPY,longer_from_REPLICATE2_transcript_81_support_3,479,5,406,434,462
Gorilla,TSPY,longer_from_REPLICATE2_transcript_107_support_2,1312,36,452,1315.5,1430
Gorilla,TSPY,REPLICATE1_transcript_56_support_4REPLICATE2_transcript_62_support_9,260,46,254,264,3149
Gorilla,TSPY,longer_from_REPLICATE1_transcript_54_support_3,860,6,813,929.5,1027
Gorilla,TSPY,REPLICATE1_transcript_80_support_3REPLICATE2_transcript_124_support_2,258,7,252,258,275
Gorilla,VCY_cb,longer_from_REPLICATE1_transcript_16_support_2,485,399,96,284,3077
Gorilla,VCY_cb,longer_from_REPLICATE1_transcript_263_support_2,589,17,307,525,570
Gorilla,VCY_cb,REPLICATE1_transcript_133_support_19REPLICATE2_transcript_123_support_33,606,213,495,606,654
Gorilla,VCY_cb,REPLICATE1_transcript_173_support_7REPLICATE2_transcript_9_support_10,880,222,94,825,2766
Gorilla,VCY_cb,longer_from_REPLICATE1_transcript_268_support_3,455,154,172,357,2568
Gorilla,VCY_cb,longer_from_REPLICATE2_transcript_46_support_2,289,92,183,207,230
Gorilla,VCY_cb,longer_from_REPLICATE2_transcript_14_support_3,174,7,81,86,97
Gorilla,VCY_cb,longer_from_REPLICATE1_transcript_155_support_24,588,222,53,421.5,2642
Gorilla,VCY_cb,longer_from_REPLICATE2_transcript_78_support_3,683,166,137,660,695
Gorilla,VCY_cb,REPLICATE1_transcript_52_support_6REPLICATE2_transcript_88_support_16,508,337,50,381,2522
Gorilla,VCY_cb,longer_from_REPLICATE2_transcript_2_support_2,723,45,83,599,681
Gorilla,VCY_cb,REPLICATE1_transcript_190_support_8REPLICATE2_transcript_168_support_7,618,277,517,617,2332
Gorilla,VCY_cb,longer_from_REPLICATE1_transcript_8_support_5,428,106,85,391.5,3359
Gorilla,VCY_cb,REPLICATE1_transcript_114_support_25REPLICATE2_transcript_102_support_38,588,404,262,582,2482
Gorilla,XKRY,longer_from_REPLICATE2_transcript_59_support_6,460,10,407,417.5,432
Gorilla,XKRY,longer_from_REPLICATE1_transcript_53_support_5,1186,69,61,334,3738
Gorilla,XKRY,longer_from_REPLICATE1_transcript_27_support_2,1605,60,1208,1585,1618
Gorilla,XKRY,longer_from_REPLICATE1_transcript_76_support_2,1072,343,96,721,2537
Gorilla,XKRY,longer_from_REPLICATE1_transcript_21_support_2,492,72,94,475,2766
Gorilla,XKRY,longer_from_REPLICATE2_transcript_52_support_4,694,22,319,616,2291
Gorilla,XKRY,longer_from_REPLICATE2_transcript_5_support_5,1349,32,80,301,3360
Gorilla,XKRY,longer_from_REPLICATE2_transcript_4_support_6,1058,8,951,964,972
Gorilla,XKRY,longer_from_REPLICATE1_transcript_45_support_3,1003,7,915,925,1230
Gorilla,XKRY,longer_from_REPLICATE1_transcript_37_support_5,1587,47,97,1559,1662
Gorilla,XKRY,longer_from_REPLICATE1_transcript_56_support_8,310,62,205,304.5,2276
Gorilla,XKRY,longer_from_REPLICATE2_transcript_11_support_3,1351,11,1342,1349,1378
Gorilla,XKRY,longer_from_REPLICATE2_transcript_68_support_3,1314,13,1242,1770,2718
Gorilla,XKRY,longer_from_REPLICATE1_transcript_146_support_7,465,15,408,492,778
Bornean orangutan,BPY2,longer_from_REPLICATE2_transcript_3_support_3,550,112,51,418.5,3341
Bornean orangutan,BPY2,REPLICATE1_transcript_18_support_3REPLICATE2_transcript_28_support_5,837,73,93,501,2819
Bornean orangutan,BPY2,REPLICATE1_transcript_3_support_3REPLICATE2_transcript_23_support_6,1753,152,53,523,3999
Bornean orangutan,BPY2,longer_from_REPLICATE1_transcript_9_support_6,421,53,58,245,367
Bornean orangutan,BPY2,longer_from_REPLICATE2_transcript_21_support_3,311,136,56,299.5,2411
Bornean orangutan,BPY2,longer_from_REPLICATE1_transcript_73_support_4,518,2,501,505.5,510
Bornean orangutan,BPY2,longer_from_REPLICATE1_transcript_5_support_3,456,19,51,76,413
Bornean orangutan,BPY2,longer_from_REPLICATE1_transcript_12_support_8,504,11,453,477,493
Bornean orangutan,BPY2,REPLICATE1_transcript_15_support_5REPLICATE2_transcript_43_support_7,1732,54,428,1732,1755
Bornean orangutan,BPY2,longer_from_REPLICATE2_transcript_28_support_3,393,109,115,239,2549
Bornean orangutan,BPY2,longer_from_REPLICATE1_transcript_107_support_4,669,3,628,631,651
Bornean orangutan,BPY2,REPLICATE1_transcript_24_support_15REPLICATE2_transcript_40_support_7,779,105,492,780,2100
Bornean orangutan,BPY2,REPLICATE1_transcript_90_support_12REPLICATE2_transcript_126_support_14,400,98,320,400,445
Bornean orangutan,BPY2,REPLICATE1_transcript_91_support_16REPLICATE2_transcript_127_support_24,400,153,286,400,974
Bornean orangutan,BPY2,longer_from_REPLICATE2_transcript_143_support_7,680,27,500,533,926
Bornean orangutan,BPY2,longer_from_REPLICATE2_transcript_8_support_2,753,20,208,680,826
Bornean orangutan,BPY2,longer_from_REPLICATE2_transcript_19_support_5,269,42,192,251,262
Bornean orangutan,BPY2,longer_from_REPLICATE1_transcript_19_support_2,845,20,807,837.5,858
Bornean orangutan,BPY2,REPLICATE1_transcript_8_support_4REPLICATE2_transcript_31_support_4,1790,88,237,381,1810
Bornean orangutan,BPY2,longer_from_REPLICATE2_transcript_97_support_7,803,20,208,680,826
Bornean orangutan,BPY2,longer_from_REPLICATE1_transcript_43_support_3,797,14,752,790,1669
Bornean orangutan,BPY2,longer_from_REPLICATE2_transcript_129_support_3,1358,15,408,1347,1651
Bornean orangutan,CDY,longer_from_REPLICATE2_transcript_81_support_3,2075,6,2052,2053,2067
Bornean orangutan,CDY,longer_from_REPLICATE2_transcript_8_support_3,2132,87,138,1316,2140
Bornean orangutan,CDY,longer_from_REPLICATE2_transcript_91_support_4,2089,28,1274,1940,3452
Bornean orangutan,CDY,longer_from_REPLICATE1_transcript_98_support_3,1889,45,70,493,3216
Bornean orangutan,CDY,longer_from_REPLICATE1_transcript_7_support_9,194,29,117,117,118
Bornean orangutan,CDY,longer_from_REPLICATE2_transcript_35_support_2,1867,4,63,961.5,1864
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_59_support_2,151,3,87,91,91
Bornean orangutan,DAZ,REPLICATE1_transcript_177_support_5REPLICATE2_transcript_158_support_2,300,24,192,301,359
Bornean orangutan,DAZ,longer_from_REPLICATE2_transcript_157_support_2,299,6,192,221.5,239
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_85_support_2,2647,16,2548,2574,2596
Bornean orangutan,DAZ,REPLICATE1_transcript_207_support_3REPLICATE2_transcript_181_support_3,1977,19,1014,1977,2007
Bornean orangutan,DAZ,REPLICATE1_transcript_48_support_6REPLICATE2_transcript_16_support_5,365,62,53,365,1597
Bornean orangutan,DAZ,REPLICATE1_transcript_245_support_5REPLICATE2_transcript_117_support_5,2171,31,1402,2168,2254
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_197_support_5,2418,95,57,2226,2411
Bornean orangutan,DAZ,REPLICATE1_transcript_0_support_17REPLICATE2_transcript_1_support_8,85,75,74,109,784
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_55_support_3,2424,7,649,673,2395
Bornean orangutan,DAZ,REPLICATE1_transcript_40_support_6REPLICATE2_transcript_51_support_2,2977,55,358,382,3423
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_223_support_7,411,15,362,927,1444
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_117_support_7,3078,82,174,2980,3277
Bornean orangutan,DAZ,longer_from_REPLICATE2_transcript_88_support_4,277,27,256,328,2819
Bornean orangutan,DAZ,REPLICATE1_transcript_7_support_8REPLICATE2_transcript_11_support_5,541,118,51,345,2843
Bornean orangutan,DAZ,REPLICATE1_transcript_41_support_3REPLICATE2_transcript_52_support_3,2977,43,216,2976,3043
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_115_support_5,2943,45,522,2907,3026
Bornean orangutan,DAZ,REPLICATE1_transcript_47_support_3REPLICATE2_transcript_63_support_3,2275,35,330,2187,2296
Bornean orangutan,DAZ,REPLICATE1_transcript_15_support_5REPLICATE2_transcript_19_support_3,460,90,63,398,1740
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_0_support_3,542,22,491,885,890
Bornean orangutan,DAZ,longer_from_REPLICATE2_transcript_2_support_3,371,35,290,386,2922
Bornean orangutan,DAZ,REPLICATE1_transcript_0_support_4REPLICATE2_transcript_0_support_8,368,109,61,180,738
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_6_support_14,130,71,79,152,2960
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_15_support_3,514,11,408,2792,2823
Bornean orangutan,DAZ,REPLICATE1_transcript_5_support_6REPLICATE2_transcript_9_support_4,91,85,61,285,1789
Bornean orangutan,DAZ,longer_from_REPLICATE2_transcript_63_support_2,184,32,171,412,499
Bornean orangutan,DAZ,longer_from_REPLICATE2_transcript_18_support_3,648,15,257,784,811
Bornean orangutan,DAZ,longer_from_REPLICATE2_transcript_5_support_3,1668,5,1664,1665,1668
Bornean orangutan,DAZ,REPLICATE1_transcript_5_support_11REPLICATE2_transcript_4_support_7,95,249,54,227,2602
Bornean orangutan,DAZ,longer_from_REPLICATE2_transcript_8_support_5,954,66,56,353,3063
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_176_support_3,2129,13,331,348,2129
Bornean orangutan,DAZ,REPLICATE1_transcript_13_support_3REPLICATE2_transcript_19_support_5,381,113,144,194,3248
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_16_support_7,388,51,50,178,1135
Bornean orangutan,DAZ,longer_from_REPLICATE2_transcript_11_support_3,304,63,61,290,1361
Bornean orangutan,DAZ,longer_from_REPLICATE2_transcript_10_support_3,451,8,379,407,1154
Bornean orangutan,DAZ,REPLICATE1_transcript_5_support_7REPLICATE2_transcript_7_support_3,106,147,59,377,2960
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_14_support_7,564,25,92,475,1868
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_9_support_3,897,6,77,757,851
Bornean orangutan,DAZ,longer_from_REPLICATE2_transcript_16_support_3,570,16,274,509,2381
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_8_support_3,524,142,54,512,3221
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_5_support_4,557,64,79,513.5,2960
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_46_support_5,354,95,63,338,3562
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_46_support_4,560,22,425,553,2758
Bornean orangutan,DAZ,longer_from_REPLICATE1_transcript_32_support_3,529,131,54,255,2329
Bornean orangutan,DAZ,REPLICATE1_transcript_1_support_5REPLICATE2_transcript_0_support_5,53,130,53,187,3106
Bornean orangutan,HSFY,REPLICATE1_transcript_70_support_5REPLICATE2_transcript_60_support_3,1304,34,1300,1309,2360
Bornean orangutan,HSFY,longer_from_REPLICATE2_transcript_32_support_3,1429,91,239,1398,3089
Bornean orangutan,HSFY,longer_from_REPLICATE2_transcript_17_support_5,196,106,67,78,126
Bornean orangutan,HSFY,longer_from_REPLICATE2_transcript_152_support_3,210,36,122,124.5,225
Bornean orangutan,HSFY,longer_from_REPLICATE2_transcript_35_support_3,1434,50,222,1344,1764
Bornean orangutan,HSFY,longer_from_REPLICATE1_transcript_1_support_5,623,52,79,381,2666
Bornean orangutan,HSFY,longer_from_REPLICATE2_transcript_0_support_5,1257,9,1221,1226,1267
Bornean orangutan,HSFY,longer_from_REPLICATE2_transcript_91_support_3,1470,50,354,1414,1441
Bornean orangutan,HSFY,longer_from_REPLICATE1_transcript_110_support_2,1470,19,1410,1415,1439
Bornean orangutan,HSFY,longer_from_REPLICATE2_transcript_158_support_4,1454,38,615,1399,3098
Bornean orangutan,HSFY,REPLICATE1_transcript_80_support_16REPLICATE2_transcript_74_support_12,1402,137,1309,1402,1427
Bornean orangutan,HSFY,longer_from_REPLICATE2_transcript_9_support_14,233,69,73,286,1937
Bornean orangutan,HSFY,REPLICATE1_transcript_78_support_7REPLICATE2_transcript_71_support_3,1403,52,760,1400,1416
Bornean orangutan,HSFY,longer_from_REPLICATE1_transcript_136_support_3,230,5,192,204,232
Bornean orangutan,HSFY,REPLICATE1_transcript_4_support_6REPLICATE2_transcript_8_support_7,156,229,66,78,654
Bornean orangutan,HSFY,longer_from_REPLICATE2_transcript_2_support_9,335,191,56,286,3625
Bornean orangutan,HSFY,longer_from_REPLICATE2_transcript_61_support_8,1304,20,1221,1286.5,1305
Bornean orangutan,HSFY,longer_from_REPLICATE1_transcript_75_support_4,1305,8,754,1296.5,1299
Bornean orangutan,HSFY,longer_from_REPLICATE2_transcript_145_support_2,226,29,83,151,511
Bornean orangutan,HSFY,longer_from_REPLICATE1_transcript_152_support_17,69,14,57,58,60
Bornean orangutan,HSFY,REPLICATE1_transcript_203_support_7REPLICATE2_transcript_166_support_9,281,69,191,281,903
Bornean orangutan,PRY,REPLICATE1_transcript_45_support_3REPLICATE2_transcript_11_support_12,334,41,325,335,1569
Bornean orangutan,PRY,REPLICATE1_transcript_67_support_3REPLICATE2_transcript_58_support_3,200,82,50,104,512
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_25_support_3,215,88,55,371,2960
Bornean orangutan,PRY,REPLICATE1_transcript_13_support_7REPLICATE2_transcript_19_support_4,723,127,78,632,1577
Bornean orangutan,PRY,REPLICATE1_transcript_75_support_5REPLICATE2_transcript_59_support_5,122,29,101,146,465
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_2_support_15,173,114,86,156,216
Bornean orangutan,PRY,REPLICATE1_transcript_27_support_31REPLICATE2_transcript_8_support_30,140,194,51,140,2601
Bornean orangutan,PRY,longer_from_REPLICATE1_transcript_8_support_8,404,72,62,250,1885
Bornean orangutan,PRY,REPLICATE1_transcript_1_support_8REPLICATE2_transcript_1_support_6,85,62,58,89,240
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_25_support_39,683,157,659,681,706
Bornean orangutan,PRY,REPLICATE1_transcript_5_support_14REPLICATE2_transcript_7_support_15,534,161,53,533,1844
Bornean orangutan,PRY,REPLICATE1_transcript_1_support_17REPLICATE2_transcript_1_support_10,166,58,166,166,2838
Bornean orangutan,PRY,longer_from_REPLICATE2_transcript_57_support_3,348,31,221,288,2002
Bornean orangutan,PRY,REPLICATE1_transcript_10_support_5REPLICATE2_transcript_11_support_3,495,106,70,494.5,3216
